dtstart,dtend,dtstamp,organizer,uid,attendee,created,description,last-modified,location,sequence,status,summary,transp
"2023-10-17T10:15:00Z","2023-10-17T12:00:00Z","2024-03-25T08:46:59Z","","sm-6300477@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-25T12:15:00Z","2023-10-25T14:00:00Z","2024-03-25T08:46:59Z","","sm-6302472@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 107\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460352\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Image and Speech Recognition","OPAQUE"
"2023-11-29T07:15:00Z","2023-11-29T09:00:00Z","2024-03-25T08:46:59Z","","sm-6302503@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-11-28T11:15:00Z","2023-11-28T13:00:00Z","2024-03-25T08:46:59Z","","sm-6302708@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-10T10:15:00Z","2023-10-10T12:00:00Z","2024-03-25T08:46:59Z","","sm-6303347@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-11-14T11:15:00Z","2023-11-14T13:00:00Z","2024-03-25T08:46:59Z","","sm-6304452@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-24T10:15:00Z","2023-10-24T12:00:00Z","2024-03-25T08:46:59Z","","sm-6304532@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-10T06:15:00Z","2023-10-10T08:00:00Z","2024-03-25T08:46:59Z","","sm-6304594@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-11-27T11:15:00Z","2023-11-27T13:00:00Z","2024-03-25T08:46:59Z","","sm-6304793@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 202\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460354\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Image and Speech Recognition","OPAQUE"
"2023-10-17T06:15:00Z","2023-10-17T08:00:00Z","2024-03-25T08:46:59Z","","sm-6305019@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-11-21T09:15:00Z","2023-11-21T11:00:00Z","2024-03-25T08:46:59Z","","sm-6305070@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-11-14T15:15:00Z","2023-11-14T19:00:00Z","2024-03-25T08:46:59Z","","sm-6305225@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=102&zaj_cyk_id=460185\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-07T09:15:00Z","2023-11-07T11:00:00Z","2024-03-25T08:46:59Z","","sm-6305322@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-10-31T09:15:00Z","2023-10-31T11:00:00Z","2024-03-25T08:46:59Z","","sm-6305511@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-11-08T07:15:00Z","2023-11-08T09:00:00Z","2024-03-25T08:46:59Z","","sm-6305610@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-10-31T15:15:00Z","2023-10-31T19:00:00Z","2024-03-25T08:46:59Z","","sm-6305871@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=102&zaj_cyk_id=460185\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-21T07:15:00Z","2023-11-21T09:00:00Z","2024-03-25T08:46:59Z","","sm-6306541@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-11-22T13:15:00Z","2023-11-22T15:00:00Z","2024-03-25T08:46:59Z","","sm-6306713@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 107\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460352\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Image and Speech Recognition","OPAQUE"
"2023-10-24T08:15:00Z","2023-10-24T10:00:00Z","2024-03-25T08:46:59Z","","sm-6307827@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-10-11T06:15:00Z","2023-10-11T08:00:00Z","2024-03-25T08:46:59Z","","sm-6308527@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-11-21T11:15:00Z","2023-11-21T13:00:00Z","2024-03-25T08:46:59Z","","sm-6308572@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-11-28T15:15:00Z","2023-11-28T19:00:00Z","2024-03-25T08:46:59Z","","sm-6309401@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=102&zaj_cyk_id=460185\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-09T15:15:00Z","2023-11-09T19:00:00Z","2024-03-25T08:46:59Z","","sm-6309956@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 139\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460305\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Pattern Recognition","OPAQUE"
"2023-10-18T06:15:00Z","2023-10-18T08:00:00Z","2024-03-25T08:46:59Z","","sm-6310033@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-10-25T06:15:00Z","2023-10-25T08:00:00Z","2024-03-25T08:46:59Z","","sm-6310101@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-10-16T10:15:00Z","2023-10-16T12:00:00Z","2024-03-25T08:46:59Z","","sm-6310225@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 202\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460354\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Image and Speech Recognition","OPAQUE"
"2023-11-15T07:15:00Z","2023-11-15T09:00:00Z","2024-03-25T08:46:59Z","","sm-6310383@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-10-17T14:15:00Z","2023-10-17T18:00:00Z","2024-03-25T08:46:59Z","","sm-6310390@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=102&zaj_cyk_id=460185\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-11-22T07:15:00Z","2023-11-22T09:00:00Z","2024-03-25T08:46:59Z","","sm-6310478@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-11-23T15:15:00Z","2023-11-23T19:00:00Z","2024-03-25T08:46:59Z","","sm-6310816@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 139\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460305\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Pattern Recognition","OPAQUE"
"2023-11-07T07:15:00Z","2023-11-07T09:00:00Z","2024-03-25T08:46:59Z","","sm-6310831@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-11-07T11:15:00Z","2023-11-07T13:00:00Z","2024-03-25T08:46:59Z","","sm-6311271@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-17T08:15:00Z","2023-10-17T10:00:00Z","2024-03-25T08:46:59Z","","sm-6311932@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-11-28T07:15:00Z","2023-11-28T09:00:00Z","2024-03-25T08:46:59Z","","sm-6312575@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-11-08T13:15:00Z","2023-11-08T15:00:00Z","2024-03-25T08:46:59Z","","sm-6313259@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 107\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460352\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Image and Speech Recognition","OPAQUE"
"2023-11-14T09:15:00Z","2023-11-14T11:00:00Z","2024-03-25T08:46:59Z","","sm-6313296@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-11-28T09:15:00Z","2023-11-28T11:00:00Z","2024-03-25T08:46:59Z","","sm-6313322@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-10-26T10:15:00Z","2023-10-26T12:00:00Z","2024-03-25T08:46:59Z","","sm-6328796@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 202\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460354\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Image and Speech Recognition","OPAQUE"
"2023-10-03T06:15:00Z","2023-10-03T08:00:00Z","2024-03-25T08:46:59Z","","sm-6330330@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 121\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460307\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Pattern Recognition","OPAQUE"
"2023-10-03T08:15:00Z","2023-10-03T10:00:00Z","2024-03-25T08:46:59Z","","sm-6330357@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 416\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460368\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","PRO - Evolutionary Algorithms","OPAQUE"
"2023-10-12T14:15:00Z","2023-10-12T18:00:00Z","2024-03-25T08:46:59Z","","sm-6330774@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 139\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460305\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Pattern Recognition","OPAQUE"
"2023-10-04T12:15:00Z","2023-10-04T14:00:00Z","2024-03-25T08:46:59Z","","sm-6331050@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 107\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460352\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","CWI - Image and Speech Recognition","OPAQUE"
"2023-10-04T06:15:00Z","2023-10-04T08:00:00Z","2024-03-25T08:46:59Z","","sm-6331298@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 011\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460231\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Discrete Random Processes","OPAQUE"
"2023-10-03T14:15:00Z","2023-10-03T18:00:00Z","2024-03-25T08:46:59Z","","sm-6331389@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 9B\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=102&zaj_cyk_id=460185\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-05T14:15:00Z","2023-10-05T18:00:00Z","2024-03-25T08:46:59Z","","sm-6331424@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 139\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460305\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Pattern Recognition","OPAQUE"
"2023-10-03T10:15:00Z","2023-10-03T12:00:00Z","2024-03-25T08:46:59Z","","sm-6331472@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 6\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460369\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Evolutionary Algorithms","OPAQUE"
"2023-10-09T10:15:00Z","2023-10-09T12:00:00Z","2024-03-25T08:46:59Z","","sm-6331483@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 202\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460354\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Image and Speech Recognition","OPAQUE"
"2023-11-28T09:15:00Z","2023-11-28T11:00:00Z","2024-03-25T08:46:59Z","","sm-6413293@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: DS402\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460367\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Evolutionary Algorithms","OPAQUE"
"2023-11-21T09:15:00Z","2023-11-21T11:00:00Z","2024-03-25T08:46:59Z","","sm-6413332@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: DS402\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460367\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Evolutionary Algorithms","OPAQUE"
"2023-11-14T09:15:00Z","2023-11-14T11:00:00Z","2024-03-25T08:46:59Z","","sm-6413362@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: DS402\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=101&zaj_cyk_id=460367\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","LAB - Evolutionary Algorithms","OPAQUE"
"2023-10-03T12:15:00Z","2023-10-03T14:00:00Z","2024-03-25T08:46:59Z","","sm-6428831@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
"2023-10-10T12:15:00Z","2023-10-10T14:00:00Z","2024-03-25T08:46:59Z","","sm-6428849@apps.usos.pw.edu.pl","","2023-10-03T14:42:25Z","Room: 122\nBudynek Wydziału Elektroniki i Technik Informacyjnych\n\nhttps://usosweb.usos.pw.edu.pl/kontroler.php?_action=katalog2/przedmioty/pokazZajecia&gr_nr=1&zaj_cyk_id=460184\n","2023-10-03T12:43:11Z","Nowowiejska 15/19, 00-665 Warszawa","0","CONFIRMED","WYK - Digital Signal Processor Architecture and Programming","OPAQUE"
